,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
1142,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 005,1.0,1.0,0,0,10 s/d 20 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 007,1.0,1.0,0,0,5 s/d 10 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0.0,1.0,0,0,5 s/d 10 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 010,1.0,1.0,0,0,10 s/d 20 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 011,1.0,1.0,0,0,10 s/d 30 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,Jakarta Selatan,MAMPANG,PELA MAMPANG,0,0.0,1.0,0,0,10 s/d 30 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,Jakarta Selatan,MAMPANG,PELA MAMPANG,RW : 012,1.0,1.0,0,0,5 s/d 10 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,Jakarta Selatan,TEBET,KEBON BARU,RW : 07,1.0,1.0,0,0,20 cm,2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,Jakarta Timur,DUREN SAWIT,DUREN SAWIT,RW : 010,1.0,1.0,0,0,30 s/d 50 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 02,1.0,1.0,0,0,10 s/d 20 cm ,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 03,1.0,1.0,0,0,10 s/d 20 cm ,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 04,1.0,1.0,0,0,10 s/d 20 cm ,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,0,0.0,1.0,0,0,10 s/d 20 cm ,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,0,0.0,1.0,0,0,10 s/d 20 cm ,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 06,1.0,1.0,0,0,10 s/d 20 cm ,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,RW : 12,1.0,1.0,0,0,10 s/d 20 cm ,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,Jakarta Timur,CIRACAS,SUSUKAN,RW : 05,1.0,1.0,0,0,20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 04,1.0,1.0,0,0,10 s/d 25 cm,"01, 12 November 2020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 25 cm,2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 05,1.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 07,1.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,0,0.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,RW : 08,1.0,1.0,0,0,10 s/d 20 cm,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,Jakarta Timur,KRAMAT JATI,BALEKAMBANG,RW : 03,1.0,1.0,0,0,20 cm,2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,Jakarta Timur,KRAMAT JATI,CAWANG,RW : 03,1.0,1.0,0,0,50 cm,2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,Jakarta Timur,KRAMAT JATI,CAWANG,RW : 05,1.0,1.0,0,0,30 cm,2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,Jakarta Timur,KRAMAT JATI,CAWANG,0,0.0,1.0,0,0,30 cm,2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,Jakarta Timur,PASAR REBO,GEDONG,RW : 010,1.0,1.0,0,0,20 cm,2020-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,RW 08,1.0,1.0,0,0,15 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,Jakarta Pusat,JOHAR BARU,JOHAR BARU,RW 06,1.0,1.0,0,0,20 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,Jakarta Utara,TANJUNG PRIOK,KEBON BAWANG,RW 13,1.0,1.0,0,0,30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,Jakarta Utara,TANJUNG PRIOK,KEBON BAWANG,0,0.0,1.0,0,0,30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,Jakarta Utara,CILINCING,ROROTAN,RW 10,1.0,1.0,0,0,15 cm,20 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 04,1.0,1.0,0,0,10 s/d 60 cm,26 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 08,1.0,1.0,0,0,10 s/d 80 cm,26 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 09,1.0,1.0,0,0,10 s/d 80 cm,26 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 10,1.0,1.0,0,0,10 s/d 80 cm,26 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 11,1.0,1.0,0,0,10 s/d 80 cm,26 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 03,1.0,1.0,0,0,20 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,20 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,15 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 04,1.0,1.0,0,0,25 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 05,1.0,1.0,0,0,10 s/d 30 cm,"05,09,11 Oktober",0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0
1198,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,20 s/d 70 cm,"05,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,60 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,10 s/d 100 cm,"05,09,11,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,10 s/d 60 cm,"05,09,11,16,25 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,60 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1203,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,100 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1204,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0.0,1.0,0,0,70 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1205,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 10,1.0,1.0,0,0,10 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 11,1.0,1.0,0,0,50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,RW  02,1.0,1.0,0,0,20 cm s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,0,0.0,1.0,0,0,20 cm s/d 60 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,0,0.0,1.0,0,0,10 s/d 60 cm,"09,10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,0,0.0,1.0,0,0,10 s/d 60 cm,"09,10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,RW 08,1.0,1.0,0,0,30 cm,"10,11,16 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,RW 02,1.0,1.0,0,0,20 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,RW 05,1.0,1.0,0,0,50 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,0,0.0,1.0,0,0,40 s/d 100 cm,"16,18 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 04,1.0,1.0,0,0,30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 06,1.0,1.0,0,0,30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 10,1.0,1.0,0,0,50 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,Jakarta Barat,KEBON JERUK,DURI KEPA,RW 02,1.0,1.0,0,0,40 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,Jakarta Barat,KEBON JERUK,DURI KEPA,RW 13,1.0,1.0,0,0,30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,Jakarta Barat,KEBON JERUK,DURI KEPA,0,0.0,1.0,0,0,30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,Jakarta Barat,KEBON JERUK,DURI KEPA,0,0.0,1.0,0,0,30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,Jakarta Barat,KEBON JERUK,DURI KEPA,RW 08,1.0,1.0,0,0,80 s/d 100 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,Jakarta Barat,PALMERAH,PALMERAH,RW 02,1.0,1.0,0,0,20 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,Jakarta Barat,PALMERAH,PALMERAH,RW 15,1.0,1.0,0,0,40 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR,RW 04,1.0,1.0,0,0,10 s/d 15 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,RW 02,1.0,1.0,0,0,10 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,RW 04,1.0,1.0,0,0,20 s/d 30 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,RW 04,1.0,1.0,0,0,10 s/d 30 cm,09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 01,1.0,1.0,0,0,50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 06,1.0,1.0,0,0,15 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,0,0.0,1.0,0,0,15 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 08,1.0,1.0,0,0,50 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 09,1.0,1.0,0,0,90 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,0,0.0,1.0,0,0,90 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,0,0.0,1.0,0,0,90 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,Jakarta Barat,KEMBANGAN,SRENGSENG,RW 02,1.0,1.0,0,0,50 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,Jakarta Barat,KEMBANGAN,SRENGSENG,RW 03,1.0,1.0,0,0,20 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,Jakarta Barat,KEMBANGAN,SRENGSENG,RW 05,1.0,1.0,0,0,40 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,Jakarta Barat,KEMBANGAN,SRENGSENG,RW 06,1.0,1.0,0,0,50 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,Jakarta Barat,KEMBANGAN,SRENGSENG,RW 07,1.0,1.0,0,0,20 cm,11 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,RW 08,1.0,1.0,0,0,20 cm s/d 50 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,0,0.0,1.0,0,0,20 cm s/d 50 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,0,0.0,1.0,0,0,20 cm s/d 50 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,Jakarta Barat,CENGKARENG,DURI KOSAMBI,RW 04,1.0,1.0,0,0,30 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,Jakarta Barat,CENGKARENG,DURI KOSAMBI,0,0.0,1.0,0,0,30 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,Jakarta Barat,CENGKARENG,DURI KOSAMBI,0,0.0,1.0,0,0,25 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,Jakarta Barat,CENGKARENG,DURI KOSAMBI,RW 06,1.0,1.0,0,0,15 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,Jakarta Barat,CENGKARENG,DURI KOSAMBI,0,0.0,1.0,0,0,25 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,Jakarta Barat,CENGKARENG,RAWA BUAYA,RW 01,1.0,1.0,0,0,20 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,Jakarta Barat,CENGKARENG,RAWA BUAYA,0,0.0,1.0,0,0,20 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,Jakarta Barat,CENGKARENG,RAWA BUAYA,0,0.0,1.0,0,0,20 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,Jakarta Barat,CENGKARENG,RAWA BUAYA,RW 02,1.0,1.0,0,0,25 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,Jakarta Barat,CENGKARENG,RAWA BUAYA,RW 11,1.0,1.0,0,0,20 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,Jakarta Barat,CENGKARENG,RAWA BUAYA,0,0.0,1.0,0,0,10 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,Jakarta Barat,CENGKARENG,RAWA BUAYA,RW 12,1.0,1.0,0,0,15 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,Jakarta Barat,KALIDERES,PEGADUNGAN,RW 03,1.0,1.0,0,0,10 cm s/d 30 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,Jakarta Barat,KALIDERES,PEGADUNGAN,0,0.0,1.0,0,0,10 cm s/d 30 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,Jakarta Barat,KALIDERES,PEGADUNGAN,RW 05,1.0,1.0,0,0,10 cm s/d 30 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,Jakarta Barat,KALIDERES,PEGADUNGAN,0,0.0,1.0,0,0,10 cm s/d 30 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,Jakarta Barat,KALIDERES,PEGADUNGAN,RW 04,1.0,1.0,0,0,5 cm s/d 10 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,Jakarta Barat,KALIDERES,PEGADUNGAN,0,0.0,1.0,0,0,5 cm s/d 10 cm,"10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,RW 02,1.0,1.0,0,0,10 cm s/d 100 cm,"04,05,10,11,27 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,0,0.0,1.0,0,0,20 cm,16 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,RW 03,1.0,1.0,0,0,50 cm,27 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,0,0.0,1.0,0,0,25 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,RW 04,1.0,1.0,0,0,50 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,0,0.0,1.0,0,0,10 s/d 35 cm,"02,16,27 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,Jakarta Selatan,MAMPANG PRAPATAN,TEGAL PARANG,RW 07,1.0,1.0,0,0,10 cm s/d 30 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,Jakarta Selatan,MAMPANG PRAPATAN,TEGAL PARANG,0,0.0,1.0,0,0,10 cm s/d 30 cm,"04,05 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,RW 05,1.0,1.0,0,0,50 cm s/d 100 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,RW 07,1.0,1.0,0,0,30 cm s/d 60 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,RW 11,1.0,1.0,0,0,30 cm s/d 80 cm,05 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,Jakarta Selatan,PANCORAN,KALIBATA,RW 09,1.0,1.0,0,0,30 cm,02 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,Jakarta Selatan,PANCORAN,RAWAJATI,RW 03,1.0,1.0,0,0,10 cm s/d 30 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,Jakarta Selatan,PANCORAN,RAWAJATI,0,0.0,1.0,0,0,10 cm s/d 30 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,Jakarta Selatan,PANCORAN,RAWAJATI,RW 07,1.0,1.0,0,0,10 cm s/d 40 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,Jakarta Selatan,PANCORAN,RAWAJATI,0,0.0,1.0,0,0,10 cm s/d 40 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,Jakarta Selatan,PANCORAN,RAWAJATI,0,0.0,1.0,0,0,10 cm s/d 40 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,Jakarta Selatan,PANCORAN,PENGADEGAN,RW 01,1.0,1.0,0,0,10 cm s/d 120 cm,25 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW 08,1.0,1.0,0,0,20 cm,02 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,Jakarta Selatan,PASAR MINGGU,RAGUNAN,RW 09,1.0,1.0,0,0,20 cm,02 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW 01,1.0,1.0,0,0,10 cm s/d 100 cm,"04,05,10,11 Oktober",0.0,0.0,0.0,0.0,0.0,150.0,2.0,0.0
1283,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW 03,1.0,1.0,0,0,20 cm s/d 180 cm,"04,05,10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,0,0.0,1.0,0,0,20 cm s/d 180 cm,"04,05,10,11 Oktober",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
